,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class_1,Class_2
370,"tf.Tensor(0.68864954, shape=(), dtype=float32)","tf.Tensor(0.9359137, shape=(), dtype=float32)","tf.Tensor(0.25581452, shape=(), dtype=float32)","tf.Tensor(0.8950995, shape=(), dtype=float32)","tf.Tensor(0.41996616, shape=(), dtype=float32)","tf.Tensor(0.66280174, shape=(), dtype=float32)","tf.Tensor(0.6835908, shape=(), dtype=float32)","tf.Tensor(0.8757855, shape=(), dtype=float32)","tf.Tensor(0.6611487, shape=(), dtype=float32)","tf.Tensor(0.7072268, shape=(), dtype=float32)","tf.Tensor(0.8484745, shape=(), dtype=float32)","tf.Tensor(0.21091928, shape=(), dtype=float32)","tf.Tensor(0.87841296, shape=(), dtype=float32)","tf.Tensor(0.58494276, shape=(), dtype=float32)","tf.Tensor(0.52980494, shape=(), dtype=float32)","tf.Tensor(0.7141599, shape=(), dtype=float32)","tf.Tensor(0.6786944, shape=(), dtype=float32)","tf.Tensor(0.7203607, shape=(), dtype=float32)","tf.Tensor(0.6730143, shape=(), dtype=float32)","tf.Tensor(0.4072196, shape=(), dtype=float32)","tf.Tensor(0.15644093, shape=(), dtype=float32)","tf.Tensor(0.4890826, shape=(), dtype=float32)","tf.Tensor(0.581564, shape=(), dtype=float32)","tf.Tensor(0.80505794, shape=(), dtype=float32)","tf.Tensor(0.6568158, shape=(), dtype=float32)","tf.Tensor(0.7097805, shape=(), dtype=float32)","tf.Tensor(0.5055312, shape=(), dtype=float32)","tf.Tensor(0.7870626, shape=(), dtype=float32)","tf.Tensor(0.5837611, shape=(), dtype=float32)","tf.Tensor(0.12080395, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
371,"tf.Tensor(0.6979489, shape=(), dtype=float32)","tf.Tensor(0.814532, shape=(), dtype=float32)","tf.Tensor(0.5548953, shape=(), dtype=float32)","tf.Tensor(0.8131589, shape=(), dtype=float32)","tf.Tensor(0.62446904, shape=(), dtype=float32)","tf.Tensor(0.747525, shape=(), dtype=float32)","tf.Tensor(0.50274116, shape=(), dtype=float32)","tf.Tensor(0.8370009, shape=(), dtype=float32)","tf.Tensor(0.77492136, shape=(), dtype=float32)","tf.Tensor(0.7577274, shape=(), dtype=float32)","tf.Tensor(0.70977724, shape=(), dtype=float32)","tf.Tensor(0.6285431, shape=(), dtype=float32)","tf.Tensor(0.67719764, shape=(), dtype=float32)","tf.Tensor(0.6645215, shape=(), dtype=float32)","tf.Tensor(0.26944605, shape=(), dtype=float32)","tf.Tensor(0.69405377, shape=(), dtype=float32)","tf.Tensor(0.6358529, shape=(), dtype=float32)","tf.Tensor(0.6048971, shape=(), dtype=float32)","tf.Tensor(0.6251698, shape=(), dtype=float32)","tf.Tensor(0.7246373, shape=(), dtype=float32)","tf.Tensor(0.2849069, shape=(), dtype=float32)","tf.Tensor(0.6124984, shape=(), dtype=float32)","tf.Tensor(0.6382764, shape=(), dtype=float32)","tf.Tensor(0.8433973, shape=(), dtype=float32)","tf.Tensor(0.7161438, shape=(), dtype=float32)","tf.Tensor(0.84437805, shape=(), dtype=float32)","tf.Tensor(0.5932241, shape=(), dtype=float32)","tf.Tensor(0.883561, shape=(), dtype=float32)","tf.Tensor(0.7680336, shape=(), dtype=float32)","tf.Tensor(-0.047929347, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
372,"tf.Tensor(0.5792983, shape=(), dtype=float32)","tf.Tensor(0.54787636, shape=(), dtype=float32)","tf.Tensor(0.7249879, shape=(), dtype=float32)","tf.Tensor(0.37316552, shape=(), dtype=float32)","tf.Tensor(0.7950771, shape=(), dtype=float32)","tf.Tensor(0.48326686, shape=(), dtype=float32)","tf.Tensor(0.280247, shape=(), dtype=float32)","tf.Tensor(0.71594864, shape=(), dtype=float32)","tf.Tensor(0.86870694, shape=(), dtype=float32)","tf.Tensor(0.4672702, shape=(), dtype=float32)","tf.Tensor(0.49992704, shape=(), dtype=float32)","tf.Tensor(0.79650027, shape=(), dtype=float32)","tf.Tensor(0.32563496, shape=(), dtype=float32)","tf.Tensor(0.62118345, shape=(), dtype=float32)","tf.Tensor(0.15878731, shape=(), dtype=float32)","tf.Tensor(0.7167583, shape=(), dtype=float32)","tf.Tensor(0.40074295, shape=(), dtype=float32)","tf.Tensor(0.40486458, shape=(), dtype=float32)","tf.Tensor(0.48990428, shape=(), dtype=float32)","tf.Tensor(0.56079006, shape=(), dtype=float32)","tf.Tensor(0.25426677, shape=(), dtype=float32)","tf.Tensor(0.5441899, shape=(), dtype=float32)","tf.Tensor(0.5719472, shape=(), dtype=float32)","tf.Tensor(0.75246006, shape=(), dtype=float32)","tf.Tensor(0.36020246, shape=(), dtype=float32)","tf.Tensor(0.86787087, shape=(), dtype=float32)","tf.Tensor(0.537321, shape=(), dtype=float32)","tf.Tensor(0.9158916, shape=(), dtype=float32)","tf.Tensor(0.5070078, shape=(), dtype=float32)","tf.Tensor(0.007600971, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
373,"tf.Tensor(0.25610563, shape=(), dtype=float32)","tf.Tensor(0.5598476, shape=(), dtype=float32)","tf.Tensor(0.58296895, shape=(), dtype=float32)","tf.Tensor(0.5093732, shape=(), dtype=float32)","tf.Tensor(0.75127524, shape=(), dtype=float32)","tf.Tensor(0.41795197, shape=(), dtype=float32)","tf.Tensor(0.23224753, shape=(), dtype=float32)","tf.Tensor(0.6150581, shape=(), dtype=float32)","tf.Tensor(0.7697869, shape=(), dtype=float32)","tf.Tensor(0.3959752, shape=(), dtype=float32)","tf.Tensor(0.3008287, shape=(), dtype=float32)","tf.Tensor(0.7217125, shape=(), dtype=float32)","tf.Tensor(0.2253557, shape=(), dtype=float32)","tf.Tensor(0.70240694, shape=(), dtype=float32)","tf.Tensor(0.13354434, shape=(), dtype=float32)","tf.Tensor(0.6324173, shape=(), dtype=float32)","tf.Tensor(0.20599462, shape=(), dtype=float32)","tf.Tensor(0.14817604, shape=(), dtype=float32)","tf.Tensor(0.21641077, shape=(), dtype=float32)","tf.Tensor(0.66343397, shape=(), dtype=float32)","tf.Tensor(0.140024, shape=(), dtype=float32)","tf.Tensor(0.49766412, shape=(), dtype=float32)","tf.Tensor(0.37469193, shape=(), dtype=float32)","tf.Tensor(0.68766874, shape=(), dtype=float32)","tf.Tensor(0.7977597, shape=(), dtype=float32)","tf.Tensor(0.5832601, shape=(), dtype=float32)","tf.Tensor(0.33921045, shape=(), dtype=float32)","tf.Tensor(0.6178658, shape=(), dtype=float32)","tf.Tensor(0.46117434, shape=(), dtype=float32)","tf.Tensor(0.04741838, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
374,"tf.Tensor(0.71448314, shape=(), dtype=float32)","tf.Tensor(0.91902643, shape=(), dtype=float32)","tf.Tensor(0.43835175, shape=(), dtype=float32)","tf.Tensor(0.8943323, shape=(), dtype=float32)","tf.Tensor(0.46653903, shape=(), dtype=float32)","tf.Tensor(0.70973957, shape=(), dtype=float32)","tf.Tensor(0.56231695, shape=(), dtype=float32)","tf.Tensor(0.8484712, shape=(), dtype=float32)","tf.Tensor(0.6916762, shape=(), dtype=float32)","tf.Tensor(0.7816932, shape=(), dtype=float32)","tf.Tensor(0.8368646, shape=(), dtype=float32)","tf.Tensor(0.32304585, shape=(), dtype=float32)","tf.Tensor(0.8191655, shape=(), dtype=float32)","tf.Tensor(0.6107176, shape=(), dtype=float32)","tf.Tensor(0.47360483, shape=(), dtype=float32)","tf.Tensor(0.68317634, shape=(), dtype=float32)","tf.Tensor(0.6482599, shape=(), dtype=float32)","tf.Tensor(0.75809485, shape=(), dtype=float32)","tf.Tensor(0.66176987, shape=(), dtype=float32)","tf.Tensor(0.45537403, shape=(), dtype=float32)","tf.Tensor(0.21084403, shape=(), dtype=float32)","tf.Tensor(0.466758, shape=(), dtype=float32)","tf.Tensor(0.49430653, shape=(), dtype=float32)","tf.Tensor(0.7882409, shape=(), dtype=float32)","tf.Tensor(0.7332602, shape=(), dtype=float32)","tf.Tensor(0.69264525, shape=(), dtype=float32)","tf.Tensor(0.54030347, shape=(), dtype=float32)","tf.Tensor(0.82399714, shape=(), dtype=float32)","tf.Tensor(0.6020036, shape=(), dtype=float32)","tf.Tensor(-0.031406112, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
375,"tf.Tensor(0.4363731, shape=(), dtype=float32)","tf.Tensor(0.93414664, shape=(), dtype=float32)","tf.Tensor(0.38848427, shape=(), dtype=float32)","tf.Tensor(0.8714804, shape=(), dtype=float32)","tf.Tensor(0.40866718, shape=(), dtype=float32)","tf.Tensor(0.6688866, shape=(), dtype=float32)","tf.Tensor(0.634669, shape=(), dtype=float32)","tf.Tensor(0.9023563, shape=(), dtype=float32)","tf.Tensor(0.661143, shape=(), dtype=float32)","tf.Tensor(0.762662, shape=(), dtype=float32)","tf.Tensor(0.7761252, shape=(), dtype=float32)","tf.Tensor(0.33750692, shape=(), dtype=float32)","tf.Tensor(0.7892697, shape=(), dtype=float32)","tf.Tensor(0.36297816, shape=(), dtype=float32)","tf.Tensor(0.45687908, shape=(), dtype=float32)","tf.Tensor(0.82781506, shape=(), dtype=float32)","tf.Tensor(0.6090477, shape=(), dtype=float32)","tf.Tensor(0.7287414, shape=(), dtype=float32)","tf.Tensor(0.6975049, shape=(), dtype=float32)","tf.Tensor(0.6068854, shape=(), dtype=float32)","tf.Tensor(0.23454948, shape=(), dtype=float32)","tf.Tensor(0.54734284, shape=(), dtype=float32)","tf.Tensor(0.4959447, shape=(), dtype=float32)","tf.Tensor(0.8273375, shape=(), dtype=float32)","tf.Tensor(0.6598643, shape=(), dtype=float32)","tf.Tensor(0.7441534, shape=(), dtype=float32)","tf.Tensor(0.50580525, shape=(), dtype=float32)","tf.Tensor(0.77169013, shape=(), dtype=float32)","tf.Tensor(0.7339203, shape=(), dtype=float32)","tf.Tensor(-0.042872235, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
376,"tf.Tensor(0.9514043, shape=(), dtype=float32)","tf.Tensor(0.9882708, shape=(), dtype=float32)","tf.Tensor(0.37700176, shape=(), dtype=float32)","tf.Tensor(0.98516643, shape=(), dtype=float32)","tf.Tensor(0.49215358, shape=(), dtype=float32)","tf.Tensor(0.83833855, shape=(), dtype=float32)","tf.Tensor(0.6755828, shape=(), dtype=float32)","tf.Tensor(0.9675866, shape=(), dtype=float32)","tf.Tensor(0.8651332, shape=(), dtype=float32)","tf.Tensor(0.82570523, shape=(), dtype=float32)","tf.Tensor(0.93213886, shape=(), dtype=float32)","tf.Tensor(0.3887472, shape=(), dtype=float32)","tf.Tensor(0.9809935, shape=(), dtype=float32)","tf.Tensor(0.56802684, shape=(), dtype=float32)","tf.Tensor(0.71738774, shape=(), dtype=float32)","tf.Tensor(0.7518363, shape=(), dtype=float32)","tf.Tensor(0.9523497, shape=(), dtype=float32)","tf.Tensor(0.9546729, shape=(), dtype=float32)","tf.Tensor(0.8890724, shape=(), dtype=float32)","tf.Tensor(0.23419085, shape=(), dtype=float32)","tf.Tensor(0.42615688, shape=(), dtype=float32)","tf.Tensor(0.48360163, shape=(), dtype=float32)","tf.Tensor(0.68347555, shape=(), dtype=float32)","tf.Tensor(0.88236475, shape=(), dtype=float32)","tf.Tensor(0.85813004, shape=(), dtype=float32)","tf.Tensor(0.90054834, shape=(), dtype=float32)","tf.Tensor(0.6933751, shape=(), dtype=float32)","tf.Tensor(0.9043047, shape=(), dtype=float32)","tf.Tensor(0.82645917, shape=(), dtype=float32)","tf.Tensor(-0.11130442, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
377,"tf.Tensor(0.88734937, shape=(), dtype=float32)","tf.Tensor(0.970399, shape=(), dtype=float32)","tf.Tensor(0.29702675, shape=(), dtype=float32)","tf.Tensor(0.9418725, shape=(), dtype=float32)","tf.Tensor(0.33292526, shape=(), dtype=float32)","tf.Tensor(0.73559165, shape=(), dtype=float32)","tf.Tensor(0.6871363, shape=(), dtype=float32)","tf.Tensor(0.9313269, shape=(), dtype=float32)","tf.Tensor(0.80537766, shape=(), dtype=float32)","tf.Tensor(0.8191584, shape=(), dtype=float32)","tf.Tensor(0.91216075, shape=(), dtype=float32)","tf.Tensor(0.29837286, shape=(), dtype=float32)","tf.Tensor(0.9442702, shape=(), dtype=float32)","tf.Tensor(0.56108975, shape=(), dtype=float32)","tf.Tensor(0.6725938, shape=(), dtype=float32)","tf.Tensor(0.732632, shape=(), dtype=float32)","tf.Tensor(0.8582021, shape=(), dtype=float32)","tf.Tensor(0.8511917, shape=(), dtype=float32)","tf.Tensor(0.8411244, shape=(), dtype=float32)","tf.Tensor(0.37048474, shape=(), dtype=float32)","tf.Tensor(0.32038856, shape=(), dtype=float32)","tf.Tensor(0.43382046, shape=(), dtype=float32)","tf.Tensor(0.72225165, shape=(), dtype=float32)","tf.Tensor(0.8755424, shape=(), dtype=float32)","tf.Tensor(0.6985135, shape=(), dtype=float32)","tf.Tensor(0.8246642, shape=(), dtype=float32)","tf.Tensor(0.42844722, shape=(), dtype=float32)","tf.Tensor(0.8405236, shape=(), dtype=float32)","tf.Tensor(0.7187658, shape=(), dtype=float32)","tf.Tensor(0.15876207, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
378,"tf.Tensor(0.32934245, shape=(), dtype=float32)","tf.Tensor(0.77689815, shape=(), dtype=float32)","tf.Tensor(0.45125306, shape=(), dtype=float32)","tf.Tensor(0.70382524, shape=(), dtype=float32)","tf.Tensor(0.52748656, shape=(), dtype=float32)","tf.Tensor(0.6076805, shape=(), dtype=float32)","tf.Tensor(0.49398854, shape=(), dtype=float32)","tf.Tensor(0.76352644, shape=(), dtype=float32)","tf.Tensor(0.58275163, shape=(), dtype=float32)","tf.Tensor(0.7028875, shape=(), dtype=float32)","tf.Tensor(0.6166295, shape=(), dtype=float32)","tf.Tensor(0.57362634, shape=(), dtype=float32)","tf.Tensor(0.4935327, shape=(), dtype=float32)","tf.Tensor(0.5286303, shape=(), dtype=float32)","tf.Tensor(0.22207679, shape=(), dtype=float32)","tf.Tensor(0.7361408, shape=(), dtype=float32)","tf.Tensor(0.4750784, shape=(), dtype=float32)","tf.Tensor(0.41938975, shape=(), dtype=float32)","tf.Tensor(0.38066414, shape=(), dtype=float32)","tf.Tensor(0.6795784, shape=(), dtype=float32)","tf.Tensor(0.18271397, shape=(), dtype=float32)","tf.Tensor(0.6320327, shape=(), dtype=float32)","tf.Tensor(0.41906902, shape=(), dtype=float32)","tf.Tensor(0.7563529, shape=(), dtype=float32)","tf.Tensor(0.54646504, shape=(), dtype=float32)","tf.Tensor(0.656005, shape=(), dtype=float32)","tf.Tensor(0.5003332, shape=(), dtype=float32)","tf.Tensor(0.8066009, shape=(), dtype=float32)","tf.Tensor(0.67146355, shape=(), dtype=float32)","tf.Tensor(-0.038693156, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
379,"tf.Tensor(0.8598084, shape=(), dtype=float32)","tf.Tensor(0.97187006, shape=(), dtype=float32)","tf.Tensor(0.10716497, shape=(), dtype=float32)","tf.Tensor(0.95227593, shape=(), dtype=float32)","tf.Tensor(0.34651795, shape=(), dtype=float32)","tf.Tensor(0.792073, shape=(), dtype=float32)","tf.Tensor(0.6235021, shape=(), dtype=float32)","tf.Tensor(0.92972404, shape=(), dtype=float32)","tf.Tensor(0.7093212, shape=(), dtype=float32)","tf.Tensor(0.77457464, shape=(), dtype=float32)","tf.Tensor(0.85994077, shape=(), dtype=float32)","tf.Tensor(0.27760366, shape=(), dtype=float32)","tf.Tensor(0.9542452, shape=(), dtype=float32)","tf.Tensor(0.36205053, shape=(), dtype=float32)","tf.Tensor(0.57816803, shape=(), dtype=float32)","tf.Tensor(0.78113145, shape=(), dtype=float32)","tf.Tensor(0.8907162, shape=(), dtype=float32)","tf.Tensor(0.8860146, shape=(), dtype=float32)","tf.Tensor(0.902106, shape=(), dtype=float32)","tf.Tensor(0.26969385, shape=(), dtype=float32)","tf.Tensor(0.33881217, shape=(), dtype=float32)","tf.Tensor(0.4921641, shape=(), dtype=float32)","tf.Tensor(0.6091892, shape=(), dtype=float32)","tf.Tensor(0.87801546, shape=(), dtype=float32)","tf.Tensor(0.58626306, shape=(), dtype=float32)","tf.Tensor(0.8498543, shape=(), dtype=float32)","tf.Tensor(0.59042037, shape=(), dtype=float32)","tf.Tensor(0.8464001, shape=(), dtype=float32)","tf.Tensor(0.73826236, shape=(), dtype=float32)","tf.Tensor(-0.08105361, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
380,"tf.Tensor(0.6018755, shape=(), dtype=float32)","tf.Tensor(0.9035877, shape=(), dtype=float32)","tf.Tensor(0.6194307, shape=(), dtype=float32)","tf.Tensor(0.8796293, shape=(), dtype=float32)","tf.Tensor(0.49506795, shape=(), dtype=float32)","tf.Tensor(0.72723186, shape=(), dtype=float32)","tf.Tensor(0.68682, shape=(), dtype=float32)","tf.Tensor(0.86715096, shape=(), dtype=float32)","tf.Tensor(0.7275072, shape=(), dtype=float32)","tf.Tensor(0.778077, shape=(), dtype=float32)","tf.Tensor(0.81949556, shape=(), dtype=float32)","tf.Tensor(0.43711698, shape=(), dtype=float32)","tf.Tensor(0.9097152, shape=(), dtype=float32)","tf.Tensor(0.4453303, shape=(), dtype=float32)","tf.Tensor(0.5021344, shape=(), dtype=float32)","tf.Tensor(0.64716905, shape=(), dtype=float32)","tf.Tensor(0.87106186, shape=(), dtype=float32)","tf.Tensor(0.9011371, shape=(), dtype=float32)","tf.Tensor(0.8076712, shape=(), dtype=float32)","tf.Tensor(0.20139495, shape=(), dtype=float32)","tf.Tensor(0.32439432, shape=(), dtype=float32)","tf.Tensor(0.63002324, shape=(), dtype=float32)","tf.Tensor(0.47492635, shape=(), dtype=float32)","tf.Tensor(0.83262396, shape=(), dtype=float32)","tf.Tensor(0.6137358, shape=(), dtype=float32)","tf.Tensor(0.85695875, shape=(), dtype=float32)","tf.Tensor(0.6644439, shape=(), dtype=float32)","tf.Tensor(0.8982742, shape=(), dtype=float32)","tf.Tensor(0.84378636, shape=(), dtype=float32)","tf.Tensor(-0.37714988, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
381,"tf.Tensor(0.7114064, shape=(), dtype=float32)","tf.Tensor(0.93383586, shape=(), dtype=float32)","tf.Tensor(0.23089047, shape=(), dtype=float32)","tf.Tensor(0.91221356, shape=(), dtype=float32)","tf.Tensor(0.2533234, shape=(), dtype=float32)","tf.Tensor(0.7105223, shape=(), dtype=float32)","tf.Tensor(0.5407913, shape=(), dtype=float32)","tf.Tensor(0.86877793, shape=(), dtype=float32)","tf.Tensor(0.68910146, shape=(), dtype=float32)","tf.Tensor(0.74144554, shape=(), dtype=float32)","tf.Tensor(0.831091, shape=(), dtype=float32)","tf.Tensor(0.1450507, shape=(), dtype=float32)","tf.Tensor(0.90344787, shape=(), dtype=float32)","tf.Tensor(0.43617412, shape=(), dtype=float32)","tf.Tensor(0.69397056, shape=(), dtype=float32)","tf.Tensor(0.56431556, shape=(), dtype=float32)","tf.Tensor(0.753326, shape=(), dtype=float32)","tf.Tensor(0.8181298, shape=(), dtype=float32)","tf.Tensor(0.7457688, shape=(), dtype=float32)","tf.Tensor(0.24106555, shape=(), dtype=float32)","tf.Tensor(0.2939066, shape=(), dtype=float32)","tf.Tensor(0.3452121, shape=(), dtype=float32)","tf.Tensor(0.5110182, shape=(), dtype=float32)","tf.Tensor(0.77615136, shape=(), dtype=float32)","tf.Tensor(0.67785877, shape=(), dtype=float32)","tf.Tensor(0.7460727, shape=(), dtype=float32)","tf.Tensor(0.43529722, shape=(), dtype=float32)","tf.Tensor(0.7118875, shape=(), dtype=float32)","tf.Tensor(0.59502274, shape=(), dtype=float32)","tf.Tensor(0.040821377, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
382,"tf.Tensor(0.41177416, shape=(), dtype=float32)","tf.Tensor(0.7549354, shape=(), dtype=float32)","tf.Tensor(0.6161113, shape=(), dtype=float32)","tf.Tensor(0.72818285, shape=(), dtype=float32)","tf.Tensor(0.45219594, shape=(), dtype=float32)","tf.Tensor(0.67041653, shape=(), dtype=float32)","tf.Tensor(0.61831576, shape=(), dtype=float32)","tf.Tensor(0.8105724, shape=(), dtype=float32)","tf.Tensor(0.73500055, shape=(), dtype=float32)","tf.Tensor(0.72366345, shape=(), dtype=float32)","tf.Tensor(0.77602655, shape=(), dtype=float32)","tf.Tensor(0.612172, shape=(), dtype=float32)","tf.Tensor(0.81639355, shape=(), dtype=float32)","tf.Tensor(0.5414393, shape=(), dtype=float32)","tf.Tensor(0.5258282, shape=(), dtype=float32)","tf.Tensor(0.73547876, shape=(), dtype=float32)","tf.Tensor(0.7022125, shape=(), dtype=float32)","tf.Tensor(0.73182523, shape=(), dtype=float32)","tf.Tensor(0.6979063, shape=(), dtype=float32)","tf.Tensor(0.43003622, shape=(), dtype=float32)","tf.Tensor(0.24941541, shape=(), dtype=float32)","tf.Tensor(0.61112034, shape=(), dtype=float32)","tf.Tensor(0.53050363, shape=(), dtype=float32)","tf.Tensor(0.7977206, shape=(), dtype=float32)","tf.Tensor(0.46313363, shape=(), dtype=float32)","tf.Tensor(0.86286944, shape=(), dtype=float32)","tf.Tensor(0.56603146, shape=(), dtype=float32)","tf.Tensor(0.92408246, shape=(), dtype=float32)","tf.Tensor(0.67660075, shape=(), dtype=float32)","tf.Tensor(-0.112759106, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
383,"tf.Tensor(0.2859499, shape=(), dtype=float32)","tf.Tensor(0.750937, shape=(), dtype=float32)","tf.Tensor(0.51698214, shape=(), dtype=float32)","tf.Tensor(0.68134433, shape=(), dtype=float32)","tf.Tensor(0.6989372, shape=(), dtype=float32)","tf.Tensor(0.556123, shape=(), dtype=float32)","tf.Tensor(0.5843187, shape=(), dtype=float32)","tf.Tensor(0.822818, shape=(), dtype=float32)","tf.Tensor(0.82981586, shape=(), dtype=float32)","tf.Tensor(0.68822736, shape=(), dtype=float32)","tf.Tensor(0.6281472, shape=(), dtype=float32)","tf.Tensor(0.7518089, shape=(), dtype=float32)","tf.Tensor(0.5280077, shape=(), dtype=float32)","tf.Tensor(0.7296639, shape=(), dtype=float32)","tf.Tensor(0.49107602, shape=(), dtype=float32)","tf.Tensor(0.77771354, shape=(), dtype=float32)","tf.Tensor(0.38934746, shape=(), dtype=float32)","tf.Tensor(0.36527985, shape=(), dtype=float32)","tf.Tensor(0.50178653, shape=(), dtype=float32)","tf.Tensor(0.71195745, shape=(), dtype=float32)","tf.Tensor(0.18036148, shape=(), dtype=float32)","tf.Tensor(0.68208015, shape=(), dtype=float32)","tf.Tensor(0.71005386, shape=(), dtype=float32)","tf.Tensor(0.8887273, shape=(), dtype=float32)","tf.Tensor(0.72527206, shape=(), dtype=float32)","tf.Tensor(0.85244286, shape=(), dtype=float32)","tf.Tensor(0.4246939, shape=(), dtype=float32)","tf.Tensor(0.8309793, shape=(), dtype=float32)","tf.Tensor(0.59548694, shape=(), dtype=float32)","tf.Tensor(0.24883938, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
384,"tf.Tensor(0.41385457, shape=(), dtype=float32)","tf.Tensor(0.7002476, shape=(), dtype=float32)","tf.Tensor(0.5086503, shape=(), dtype=float32)","tf.Tensor(0.706514, shape=(), dtype=float32)","tf.Tensor(0.3373719, shape=(), dtype=float32)","tf.Tensor(0.57223696, shape=(), dtype=float32)","tf.Tensor(0.44508266, shape=(), dtype=float32)","tf.Tensor(0.79248524, shape=(), dtype=float32)","tf.Tensor(0.66518426, shape=(), dtype=float32)","tf.Tensor(0.7459254, shape=(), dtype=float32)","tf.Tensor(0.6131768, shape=(), dtype=float32)","tf.Tensor(0.55723375, shape=(), dtype=float32)","tf.Tensor(0.4754064, shape=(), dtype=float32)","tf.Tensor(0.5480596, shape=(), dtype=float32)","tf.Tensor(0.3155723, shape=(), dtype=float32)","tf.Tensor(0.78192466, shape=(), dtype=float32)","tf.Tensor(0.47524807, shape=(), dtype=float32)","tf.Tensor(0.4558191, shape=(), dtype=float32)","tf.Tensor(0.49156216, shape=(), dtype=float32)","tf.Tensor(0.70246065, shape=(), dtype=float32)","tf.Tensor(0.165901, shape=(), dtype=float32)","tf.Tensor(0.5533352, shape=(), dtype=float32)","tf.Tensor(0.49276015, shape=(), dtype=float32)","tf.Tensor(0.7196445, shape=(), dtype=float32)","tf.Tensor(0.6991924, shape=(), dtype=float32)","tf.Tensor(0.78162426, shape=(), dtype=float32)","tf.Tensor(0.42428043, shape=(), dtype=float32)","tf.Tensor(0.83429736, shape=(), dtype=float32)","tf.Tensor(0.7387812, shape=(), dtype=float32)","tf.Tensor(0.017374335, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
385,"tf.Tensor(0.29460365, shape=(), dtype=float32)","tf.Tensor(0.6897464, shape=(), dtype=float32)","tf.Tensor(0.5538178, shape=(), dtype=float32)","tf.Tensor(0.61090916, shape=(), dtype=float32)","tf.Tensor(0.6802186, shape=(), dtype=float32)","tf.Tensor(0.5152159, shape=(), dtype=float32)","tf.Tensor(0.22985634, shape=(), dtype=float32)","tf.Tensor(0.66841704, shape=(), dtype=float32)","tf.Tensor(0.7019527, shape=(), dtype=float32)","tf.Tensor(0.57369065, shape=(), dtype=float32)","tf.Tensor(0.3906774, shape=(), dtype=float32)","tf.Tensor(0.62082356, shape=(), dtype=float32)","tf.Tensor(0.33359987, shape=(), dtype=float32)","tf.Tensor(0.62093645, shape=(), dtype=float32)","tf.Tensor(0.16658117, shape=(), dtype=float32)","tf.Tensor(0.6734494, shape=(), dtype=float32)","tf.Tensor(0.20177782, shape=(), dtype=float32)","tf.Tensor(0.26214993, shape=(), dtype=float32)","tf.Tensor(0.21961753, shape=(), dtype=float32)","tf.Tensor(0.6847179, shape=(), dtype=float32)","tf.Tensor(0.21186389, shape=(), dtype=float32)","tf.Tensor(0.56321234, shape=(), dtype=float32)","tf.Tensor(0.42444956, shape=(), dtype=float32)","tf.Tensor(0.6897263, shape=(), dtype=float32)","tf.Tensor(0.81985736, shape=(), dtype=float32)","tf.Tensor(0.61480016, shape=(), dtype=float32)","tf.Tensor(0.26952407, shape=(), dtype=float32)","tf.Tensor(0.64490026, shape=(), dtype=float32)","tf.Tensor(0.601143, shape=(), dtype=float32)","tf.Tensor(-0.023644205, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
